,Household 1,Household 2,Household 3,Household 4,Household 5,Household 6,Household 7,Household 8,Household 9,Household 10,Household 11,Household 12,Household 13,Household 14,Household 15,Household 16,Household 17,Household 18,Household 19,Household 20
2020-01-14,20.608375082464143,18.965481619180142,19.33505788845204,26.337058274093284,18.453112035583192,18.99823259997506,19.364664185807417,13.692541266046925,18.933923815640895,20.042774630031555,9.407746826798519,26.289749714729652,20.53645667829831,18.886893704552847,12.568820986636732,23.976380330062046,20.3174184191657,25.74668916513509,8.074918849382993,28.00340917497716
2020-01-15,22.21931616372713,24.400894560403913,16.171489027609567,22.4974911673433,19.85735565082792,11.429769419755019,24.067261225570537,22.57002089908032,13.771709335672016,14.914918991875936,18.4541574280926,15.70665800951036,27.676717720173986,17.54257490005842,19.441693115293116,17.189069051264614,20.03223435910844,17.816022287873174,24.58355454826144,29.49053868334401
2020-01-16,21.668371636871335,11.509470902838729,22.778934820414364,19.68973437100833,18.3763486745852,22.468220437624318,22.366452974574,25.43773157733447,14.144048322829297,10.738286716524819,18.15792279306202,22.18093547670847,19.075242914694822,12.030802457402276,10.201923223834232,20.969751365388795,22.051238218815516,22.786395424858583,14.576506759050357,26.476113597815665
2020-01-17,27.47039536578803,21.936402376975316,20.051746572831497,26.29583564805407,17.355650732219424,22.435076629901896,23.769328417811504,23.69652266566513,22.95863487575784,16.433365048039615,18.15618231897225,27.857315256548613,19.116086433367524,25.091865480244042,25.30350624202891,26.301538012158765,17.11162121365207,27.744147355399996,20.917714227225986,16.6147456490953
2020-01-18,18.974208681170996,8.722178852989053,23.600168796708264,23.52055511070791,20.86855926493512,15.804352985788931,15.559058944572433,23.095774608027444,17.618877818426654,11.188855512295609,16.848871261846977,25.386574406838346,9.003729773361401,20.248426079682858,23.956489738193202,21.663115736194356,18.35882348665538,11.481649116333404,29.243997450611232,19.828433762272795
2020-01-19,21.565338508254506,14.887465781821982,10.87871672031085,12.521602418714918,22.832726579091062,24.95060691939597,18.892128008979995,10.628432516294659,11.436853386587725,24.152586845212987,13.284037284557801,24.055448383272616,23.64644373601432,11.99075623206054,27.243223722984148,32.47997281224492,26.061816395023655,20.734292901854413,21.994735600378206,20.21220385067755
2020-01-20,15.729521303491376,20.19315275920094,21.518019522310006,32.63184120177999,20.731522230005222,13.176208849587837,22.121263090504353,15.500567616282579,23.064761840915004,23.905836330911228,23.790190257108787,8.842311806391184,25.502791200243458,10.907946466928815,17.21672745567426,21.674362496096407,12.842928688104934,27.886973232041655,24.459816583257684,20.29683267861904
2020-01-21,7.2350509208296065,11.716424488390231,23.863474185511908,28.84960694098367,22.49363479155966,19.8906504560546,15.754635636531699,22.410403043361004,20.647772602731095,15.621590863897248,17.080795780051623,19.49498741347312,18.288159780733853,28.858283338961915,24.027821747037414,21.220425655868265,16.58804922702829,23.895608196460493,26.15750338944581,20.562641445772446
2020-01-22,23.268092977201803,15.072446311579247,11.692008544427182,19.15892888616463,16.310341098793852,18.64396330054918,28.147500216161642,19.72555907622806,12.970164594286858,23.06990654234713,14.881492737995728,17.06312466725388,18.448478873349632,25.378016416066203,26.9202047471758,14.592627289912262,15.567686376045012,30.8297067935448,19.882929338607774,20.860765205697174
2020-01-23,24.32218099429753,12.640824962682066,22.240976422116564,21.889550508692377,13.981324039001104,13.414126055971028,16.11385978922433,22.61278800999406,25.897099906013228,17.11772673521509,16.20032866091046,26.6243413573936,24.0651818899698,21.91701400373593,17.82167651879004,11.643947062225026,19.4671553377069,17.518759668739325,16.258988239423275,21.161871448081506
2020-01-24,16.28917489796779,28.240674661037797,28.480907864140804,26.621793749979197,22.085217514838018,20.94851306039998,18.499982115311024,13.66828661518523,24.183179935788747,19.771928586125703,17.638383801265228,24.203242390690466,16.31851455052312,12.6650127002342,16.330790838599363,25.147257522931184,20.336650658446185,25.426052328178585,20.743976338692644,25.035695594525215
2020-01-25,31.348773119938038,20.82113877743667,19.925711483226486,19.138996036515586,23.43940695587377,28.512850761208956,14.967204676028814,19.69252617857557,20.693726256450898,21.85977775782489,20.543235623565135,21.305530907814788,16.088378404959624,18.676091186094926,26.740565945697554,18.022238498899092,18.96252544886732,23.592200955487378,22.190740783267632,25.80942195484093
2020-01-26,12.728171627006176,22.836451389263345,24.107029685124058,23.651758951885096,20.249286332999112,20.3381711503346,9.28345967380656,13.051094905518966,13.628403161327915,17.780199954802537,23.341694931802444,23.972208241506085,21.585490830816216,14.839604939941953,20.727382132024385,16.176090142243986,21.456079256659606,20.252941454243807,21.918270988429583,30.369052947187765
2020-01-27,20.22879258650723,18.88662449742423,23.35285225155455,25.522892367857384,26.740178902123592,17.684891229454745,28.98459261287464,10.231607186902968,12.988347335573584,22.091016743265584,15.234102509924645,16.751917567439833,16.968743260075918,18.177824597297054,22.1264894245451,22.82000754745606,24.76739780054503,14.938402209850185,27.74567781962102,12.241315747134188
2020-01-28,19.064080749870833,18.232841256214005,16.462471512447117,14.925870461327795,24.538493989939493,22.23512078442839,18.978305315484764,21.478895442534437,18.464657565792816,11.571359747662243,17.603513012227836,23.17142255191767,23.055289420398243,18.915628945347578,19.55980089004017,16.93035346193973,23.98931969331139,21.118661814739887,16.36708243547575,22.896462777882853
2020-01-29,27.663896071792287,11.917629056744838,20.198833672932476,16.98834073208569,33.402854203845,20.528599977335773,17.7604258079223,24.2129439822849,11.430423052248553,20.58737493993985,13.272461359900127,20.475013312374166,15.398452423752804,16.373589765456718,13.75763263055997,23.528183062956085,19.149296675496736,29.66880050924999,24.87597931840169,12.349316150985759
2020-01-30,27.346793849501424,18.540813186260685,12.16502644569199,24.607041989052906,18.995957430021672,20.138810658127507,19.006424691646007,21.228082139508878,22.025401365922427,19.82523988806133,3.0385000328881206,11.583965964925913,27.547544595655296,13.031152747322167,25.522986108948494,21.205361631846397,21.143391855965714,26.249404053016306,13.576062473058263,15.293723083757712
2020-01-31,20.77473712848458,16.192538940941883,17.74348481448737,22.304072385744153,15.00575601952316,17.87228893614276,27.099319860982177,19.835017598676668,12.945883433098317,9.76803431875945,20.778969653657946,21.72023068997462,23.282318421275935,23.69352658897297,9.85307038532525,16.873677260274654,15.649487051046739,22.44208039703345,30.520926997808246,27.73883113282381
2020-02-01,21.890812598010868,24.289619621461682,21.32843987483118,24.618982801569736,16.299316046302433,27.109877796462325,15.174466959677913,12.189928290853668,20.824563646273493,10.951549036342563,27.600017587503718,23.535790153166342,20.329255895500737,21.246734678065422,24.98987959244405,21.28797985386305,26.611096600851543,17.530413781612012,21.136285321118205,19.205566672352507
2020-02-02,15.561071261849436,25.705509333287864,23.61550246868899,19.33715992673141,17.17251096812672,22.28181681740393,23.397839328825413,25.030535335487734,18.559342736366368,10.702381971865364,22.61041626676412,25.96707292570317,15.631846837270247,22.742758892016127,18.60380765759202,12.617500503056242,20.90752758690124,12.962437407695077,14.35416850205166,17.42937655160136
2020-02-03,10.096017658880365,27.332893577870887,20.123060626239557,18.554973945228834,22.380156917190572,17.356646705322557,17.881058757252617,19.779775513120292,23.558926340485222,22.071534169619756,17.464700219285056,22.636942637825037,14.71123050063757,25.674490996762714,19.061837742338003,22.198152591667203,7.802953782178883,19.004850752198287,18.5933401660297,19.196211029532552
2020-02-04,18.26043925336924,24.26275969730616,23.59991865071583,10.006802622083136,9.209657180193716,19.45998081609521,17.01664572230845,29.797810026028838,15.310262023692559,20.619798134358305,20.48239571302618,25.03351961961168,15.513814846587103,25.514737015243615,17.33729602719562,17.432947687904438,18.262938460625243,15.45506447139074,16.302916498683732,22.942877653604754
2020-02-05,20.7817448455199,17.00673031538507,14.485468935223151,14.269997867462784,26.592755090454183,16.295666478979637,22.835291062600913,24.711571541384835,21.36864724762362,21.369787885870203,14.125899495024694,11.338363339583626,12.838983504315122,28.316151168987396,22.63425221358211,19.81546739311857,15.465073108084464,18.220451051784977,7.078394469685416,23.749760727883967
2020-02-06,26.151453403638605,14.420515070198029,19.491513627225643,20.235330473292468,18.803517044288277,16.958544249592524,24.941202868713486,9.974372866739255,13.025799035826783,13.368107537459192,19.388538209837098,18.13293918574839,26.702151589888146,24.629330980442496,22.04372509451722,26.17032275038436,24.940753502304894,25.513139679999068,14.116761833662885,14.5901114141698
2020-02-07,26.01189924392206,23.83331590822543,20.096396922565386,24.122786097821184,18.76603221105624,16.796371379049006,17.430485248600423,23.77524840127944,23.977747758847034,25.694869053331328,17.86145373471212,19.287448014599153,21.710374195383856,22.29557973092446,28.05749245587521,20.15546965920289,17.028006118912202,26.126205290581687,24.856007197504006,21.433790571914884
2020-02-08,18.06336591296024,21.781464087361446,29.24795623339818,22.655891832678478,14.603284169875025,14.328442031388862,16.15575420162595,13.017323812134213,19.42519116861253,24.91420609908695,15.736428839663082,18.35128817618741,25.353141652165828,17.938272758550678,19.079638802928855,16.726894811109343,16.611533592451266,25.43588779165681,13.799888745739135,15.786869069843926
2020-02-09,18.488486247123323,11.157307746614846,18.92916671899958,19.35879012986149,19.428872242749097,23.88638481883978,14.154521263389864,16.20252254785468,22.479253344827153,16.165184824883358,22.02826114902327,19.554789402517503,28.69532517693131,13.551343257286518,19.089694445194585,24.93214558487063,17.47265931741484,22.720771133406117,23.392855869824125,17.766782532456205
2020-02-10,14.757235174664537,21.777408963718845,17.504916810029087,18.641142167546516,20.06619883833767,18.54479268363487,25.517518833641876,18.746216616199252,13.397373265859839,25.880301382268982,32.999335821895286,17.11301875630616,26.53303011728416,22.951295039435177,18.231024096041057,19.772212998873623,11.219895176837232,17.351018230384383,23.903008349990863,16.41699102264413
2020-02-11,12.899910314105124,24.07259911243933,20.106756119217742,21.085898163191402,19.390275361998615,22.77063789163385,17.12372002596941,19.52968774818698,22.495421378358834,18.7453880160942,28.327247532173573,23.680827396225094,22.24808395747566,18.539696939761825,20.519655528927693,26.01641054739675,12.683372776683994,22.19499008425791,24.655050810071653,27.575947330888695
2020-02-12,11.468649046874937,20.29462794590815,15.404432775650282,20.39105590546076,21.695296279712153,16.649370511363518,10.754346363622744,21.98782607808733,21.531016981518544,11.118974879949842,19.63963489338952,15.043972257637584,17.94474777083804,29.988131451919145,17.755097353008377,16.270688356522317,22.661578503854308,11.36645969416069,21.15401421259253,18.184726814122662
2020-02-13,29.75387697615895,19.074731644953292,20.96376924532608,27.02272757469856,17.051839790244852,19.698187528038307,27.04976069198073,14.88572479597893,21.818489463566817,11.836526169245538,24.42057327357931,20.625873058481417,23.746497775031,17.47723513326602,25.776331923576546,18.510771940064824,15.999861062455725,25.520230276505565,15.239065955107794,13.523810707041793
2020-02-14,17.451739091241734,15.961757561918223,18.17472391726871,20.732203852391248,15.520921197945864,16.444797016044443,13.15070249023529,14.246539978716765,21.56316981506993,23.668617439275028,24.313537170348127,20.36576356586749,21.055688845595984,21.400392498935997,26.85200071115056,15.08882348702349,25.841653915688404,14.503285414759047,14.71531044433518,21.116565299671667
2020-02-15,17.809628491944068,12.76732650218306,11.043362259794081,12.593770189013508,22.7416406524899,23.598340852686658,23.897302656295306,23.00302600866538,19.03268058604826,19.479755946655104,16.762309871570906,20.71968617189768,18.696744296516748,21.423320763178467,10.388069435867523,13.390873823634589,14.776161702089814,26.670682745199223,20.050522412605407,23.51147908283
2020-02-16,13.736023199750369,24.001489746700138,19.707067244330695,13.637209324838416,20.493337269078978,18.757903466474808,20.917143233337622,19.933748660329865,26.206496101579955,24.406124732269657,23.219520367503076,15.26137841137467,17.424008145230925,12.633830597542138,13.55569640653054,20.81678409643491,20.317853831004708,16.832276789130905,26.454055490953483,26.49899584220127
2020-02-17,23.88745177915955,18.454427776141458,18.412284530349005,27.5937966848179,20.985905275986834,16.34563207024307,21.439577161076393,20.871865243507628,19.220510071171482,19.558134376337932,12.795039507469243,26.996149623426753,25.396083881961168,16.174514159847504,14.906082332603207,16.875163816603543,18.321588009268503,31.165571121726312,24.217175843938687,18.9070570074661
2020-02-18,11.930510762210243,18.832666692281535,11.837883489660083,14.144197692749598,25.29513627220983,11.791483855951078,17.07812362344339,9.0315832415267,16.304153998045855,21.338354466803892,15.97350804074209,18.869381368227327,27.387313933265343,10.066698626089329,23.30808165413463,16.291437930833272,14.261761473302657,18.680710142668666,14.842935644159091,18.220342939718606
2020-02-19,18.936298598930158,28.663605934595665,19.664329226927393,23.822487265167666,14.887178043696572,21.378332746703872,21.82795730112318,19.114313083423383,19.70636903315531,30.617632114900868,21.193764352030655,12.80572917576608,18.62445638104888,21.37251810160202,15.539807345423666,20.681113898732168,20.714901359297478,19.421514014790294,13.091400271497692,24.66204887569972
2020-02-20,15.522667194031621,23.42250553429595,27.4467798103724,18.658136323953094,15.723797713745679,16.458074738309463,11.661100535578813,15.54635408469252,15.247410272777348,26.984245438157004,17.92606168821437,24.006505091485135,17.814961435815697,20.933403802314437,22.759446959631497,14.702752865349598,16.758637248676948,23.812001149550422,19.714641035412722,14.135142138512835
2020-02-21,21.93451248929631,21.85412500640551,22.60651874137857,19.151208530487576,26.28609825414497,19.921103914395022,22.940188743699064,15.396868134915653,17.68001788334578,17.835863656947947,28.782393215151107,19.983342770331475,23.49084869369928,23.71881480700442,26.856649841254544,19.59513030411336,20.036129162737186,13.290669405650815,22.049013742356944,24.349495328951935
2020-02-22,17.445974312155634,20.71030902593618,23.05963596365579,19.3293360861579,12.585583212129787,17.54134945993236,27.785050207660802,24.60967402112289,19.113766919053006,21.874843623515634,23.240202172776726,19.51529221171287,16.82411800731898,16.37405648955918,23.854427196520586,17.377259090241537,22.179610935926956,21.09299879395392,23.61426189968655,21.757656343062937
2020-02-23,14.096839079387939,27.599974303828862,13.292516372084787,26.106924797295992,13.45293926834493,24.770947904493823,24.42013598713163,14.521643855137437,18.1022293967707,22.472227215308948,18.08980939417014,19.520642749744997,23.018383434785413,14.702372129345068,14.775908730803648,29.191329241769314,15.56073801675862,14.973584642151323,19.190291881960405,22.67369731805064
2020-02-24,19.859088858306727,28.597946537080972,22.384491844611112,19.035790857280176,24.08930915592498,22.72072376179004,9.902299573066394,14.53551696836985,20.996985364027427,23.806955837480533,17.64710143443259,21.977184819651445,28.684648029388686,18.390186625585585,14.000477683630809,15.819642374873913,32.32698248493675,23.38425376477129,19.43602256195163,22.921687633649363
2020-02-25,22.141659352652088,24.64752555739764,20.742247906900392,19.833403585774235,21.191000960110195,22.23606043727416,15.07895498863576,18.34494698299127,29.728806956531635,20.35504402594015,20.934853041066418,19.733784789360435,17.910827819527242,22.06627985523749,6.659693257169654,13.204210569549526,17.06721139595281,22.498781868062338,13.197311490883443,15.477751544333753
2020-02-26,20.33258611191584,22.911122956989622,22.645226191672158,12.345982513002538,20.52616068529638,16.919394383382603,19.061025390125966,22.251444153236722,22.854749199230604,17.53234074752482,14.722343556789086,16.13250208752771,20.122566161021997,14.585029351789705,22.45006037520213,17.232534136232264,23.93741815367258,21.121651015902085,28.479922812873625,21.02209153968217
2020-02-27,21.512359488698905,9.526984643969277,22.11314310854413,21.033452558540016,19.541702959498085,22.331450217750948,22.434686524699664,15.57992635125957,25.361503236440456,19.981885913817493,22.978059766472743,12.90407246053178,29.948465387575666,21.909243368983475,13.724805123515535,20.773682849439055,19.613906791772298,26.180911644271422,19.490423855103476,14.353194131637713
2020-02-28,16.82838953159518,20.618609571167532,13.201096372480931,22.6552125348903,20.156337735137846,28.574158043380216,19.466736631698875,26.170720178900307,17.481452813158818,17.59856445260812,13.123490250272623,21.51725966297315,18.1341584350868,22.451265428170355,20.211971824040564,15.6106936241472,20.45333281896629,20.71748516823992,25.428728437392692,25.363150443880183
2020-02-29,18.186294170064308,19.34946522903148,19.792995942210162,21.195727903268935,19.53943942654022,15.83906982924969,17.53392806444751,27.249237626806096,17.064918557474257,28.416836406198964,23.115050979803698,12.408966474052827,20.705183657742754,24.101582490734504,21.153940933321635,17.227384308938113,20.870662602539742,9.026167720120132,19.034688296243193,17.088557831813937
2020-03-01,16.637697761120243,20.469766146927842,16.21064569787417,26.989481305433678,26.77721351297209,20.861695696145944,22.976501538461463,15.592764667657681,18.109109765535052,26.203631194176612,19.177026340097935,25.59853862624435,15.290922627949968,18.2126716565715,13.45112796469854,13.620554176380612,16.4252778136282,16.233918478322778,22.565179282627113,26.18908950045288
2020-03-02,18.202234192297293,24.71523043661259,19.74957952857589,20.275856773901157,18.009259356249625,11.75391512791434,25.820758831124834,18.774591222115724,24.264445486344385,18.98192490560306,22.073067590456326,15.230695191229167,16.485827018833678,20.435688749766626,24.716963680775788,15.763622009832359,19.782738937244726,15.202092209176676,21.01333394376712,21.446838844891808
2020-03-03,15.93426858977773,6.301614164052216,15.512995365490848,21.49488728059509,19.193132318611106,26.992810460627677,18.838529964067014,16.106622636711936,9.25940760884551,22.141461303469057,14.937070373310181,15.751929890170771,13.105815140596636,26.14250948061892,14.820166670615386,21.697450702631404,20.119883712255913,23.316929445359232,23.90930078040594,14.9770816295548
2020-03-04,11.368586988341615,17.153439732649076,26.56235183570498,28.242520051340893,28.972244026125367,18.010439507045792,23.644649336926197,11.573089475643863,14.834176123543163,19.172703678821552,21.224926035440586,15.090501534763105,34.62624792035326,16.50015739940328,17.02922019510495,24.4339196926153,20.83711847814563,18.988200223376147,17.02201253368721,14.837338203364364
2020-03-05,20.887130711268764,21.349521774703806,15.705138057778289,12.24992905320926,20.13754851014918,23.91289440420989,7.104746274052626,21.51505525228079,20.5116792341711,25.96620567984106,32.06173870756327,13.184611659221474,22.858759956052822,19.808781885967033,14.088621457875442,21.985004054772894,18.08985316062976,16.784854697850047,20.969536277808395,15.494641035116194
2020-03-06,17.991095318958692,17.665772269736188,15.50528921767232,17.720873261003156,31.160081947625887,11.383858746418385,15.312453069456353,23.66797434114685,18.879538164685357,25.244402582089965,17.713916237696676,16.13700720168753,19.770622253983152,30.030132000884965,20.24519822895003,24.814798212731585,19.836929169408336,15.932737346236095,18.76940961341987,17.425609180482688
2020-03-07,11.849008265169777,12.915469434368703,20.372932032717767,27.13079376009633,19.475101494905232,28.987696935629522,18.39370531470995,30.059321315632808,29.83864841071523,22.843054163554434,21.586999301645122,18.581872738717443,14.714678542632525,21.520233332598277,16.67678163845064,19.601365498454506,13.591754424489489,18.291912830300756,18.523544452322458,22.0892711994518
2020-03-08,22.313911277628872,24.34481743448398,14.614504652980026,24.680645741555413,26.837074912300793,18.215642359872007,17.55716889622687,15.512952481843316,22.238416078713282,24.35632134807263,27.527834748786542,8.36197978649425,10.87653468390933,24.716368686626303,31.35029396227401,23.22421398037983,18.551371921069226,22.109200316306673,25.512460743068583,9.755836206204547
2020-03-09,15.463508178083789,21.38435952923064,17.87668348783567,23.391900494202353,11.723279808451611,22.728286617350136,21.663991087022275,26.681175454063105,16.689042782347595,23.302854040207894,23.80852072430067,7.773862546106494,21.20869144146269,21.502391859627245,16.782029700040567,22.023359254170135,17.02652509926472,24.447533416665294,22.20955370761766,15.05127805826925
2020-03-10,20.259726978980694,15.144477147777577,15.85017701231019,24.163253697322393,20.768222304078332,20.754091031662966,25.0687527374913,26.711768456289768,12.111964657303263,25.870309269041496,22.15942742072315,16.420675363382458,19.274240904424616,25.034669124595453,20.931869109752462,19.893585035723948,20.215284370755334,20.187531501900946,14.107416479183671,18.308529052233524
2020-03-11,23.645452810887683,21.57408602257912,27.05586031944806,21.63533104560511,12.077632184245322,18.722646069061156,22.533345130141942,20.989266547835765,18.29719982531069,22.655656866645987,14.931553637394043,24.416984212280333,22.50996331928734,22.42340143975813,18.598426206896622,7.809337202426598,21.87475338903327,17.785605675709462,19.32981458246874,27.519132513881313
2020-03-12,20.644914553787054,24.10792856024898,23.929019134155862,28.157987137661358,24.22227153302293,28.428961513296517,16.88887264122472,23.01081744788032,13.483899586607928,20.759502645572617,13.612058138516748,13.497800716999587,23.461644205409854,18.902900921189193,24.433293009649823,19.17144727661744,20.060591246656514,20.196256910510957,18.12074123276822,18.70895524343712
2020-03-13,25.697003422716502,20.026463231496805,19.712652407673026,21.88879584865359,13.935660918954877,11.759768968169102,12.38615954747907,24.36636524150352,22.333753252092173,17.113871882003806,20.267162203412294,19.618304579606797,25.06137521378537,18.79857808568694,20.019545103592016,24.611775435280524,28.817414261482185,13.94450188157406,20.582777454650177,19.227021791087875
2020-03-14,13.825870898231736,24.002824017154985,18.043914739129917,21.199335529476393,21.418847771916727,21.493568299960046,22.784820602894435,29.870499741209496,20.80553161120839,12.14124631253409,17.683820723433993,27.152784077899817,19.789114436417222,18.857901918504353,12.691143383198446,15.972554268140144,13.244763123707012,17.71038601463414,14.315083049186592,11.720864871508349
2020-03-15,22.011708205887746,20.391300875808305,24.704588072875566,20.794793370628216,18.589020616547824,24.553228361149852,10.80911630164994,22.389042813082348,21.600159660463657,19.860758097466437,19.904708931123544,13.382957083880596,23.11005232381346,23.288941902367405,20.994379662646136,29.088293449462366,25.940751078179957,27.143064787735415,24.861475325968385,19.532227068451398
2020-03-16,16.575949545298435,18.02385508672823,22.026020401614442,20.96431977775193,14.208984074079854,19.850719391818167,23.265186417032144,19.699310572481576,30.395883323975184,16.294722332979354,21.028283370097586,17.808219169166204,17.962319358990452,20.121860488028762,22.199874594247717,24.132897342118206,22.45758503113404,25.361022143414512,20.849754383715933,14.549594961766068
2020-03-17,15.646014254090591,14.202897418000434,22.490262023414285,14.214913595920661,11.903200085512287,19.40914607816704,19.05775458934966,15.66915600496264,15.462670092898511,20.30004533478562,16.617860805785575,16.284237594056172,15.74276800692638,19.916308558262752,13.60432347067374,27.592588461953223,20.004669987678696,31.182316726178804,14.251189271071011,23.890040879982152
2020-03-18,17.105751676177924,19.570346165141935,19.86903881327875,23.853365272316715,17.444797682099452,19.286561439632674,14.120825060308857,21.52660377506249,19.037978961020467,25.70244212093545,22.470515130069597,24.459837909989485,18.30908365624895,20.40222587642606,14.786031270758832,28.817266349301704,10.543204264924062,16.333990687415934,17.211176311779717,30.844769585715184
2020-03-19,18.442237339363135,20.97146469022886,11.55884986114284,19.347801331083364,28.703147229476656,13.86181789794796,21.436286562333965,25.120824663865353,13.937421277555455,20.864123377201764,29.292780942955513,22.3193638261426,23.844838702312945,21.372495393646584,16.721964463601978,9.496602033210038,22.268272296581895,33.001213425296356,32.162778976231124,22.93741073513538
2020-03-20,20.280826711148727,24.379163807936656,19.437670087202235,29.10957548930203,18.53257472555311,20.190636920474674,19.985619486704994,21.22305180664736,19.597007419249373,17.92499164445188,14.953295063097782,23.088304233673934,23.032488342647166,27.816238111199105,21.28577104250342,24.786562020945425,18.13831892039233,17.465743784994665,30.150317459792028,14.492778922169112
2020-03-21,14.174250796083218,19.424462657563865,17.337550403954662,19.621747647057887,24.58610771057928,22.563587617361993,19.817013535418766,16.100383755374985,27.966368079750133,15.734356875691795,17.652268207395448,32.48208531379927,19.93693428832913,15.367101510960316,18.215953637259776,21.239376338341913,21.1563035319869,16.73423795166614,21.586090225079115,23.238110379456337
2020-03-22,24.504132434770934,22.287078031104954,23.225276367299383,22.104591420878283,19.71478566168906,20.3429961374033,19.57888351736303,20.445381012482816,22.84361199560236,12.84932396288034,19.751946706600013,28.147376114045336,21.61213861435545,25.392856430486745,8.738765707709842,25.91285916786305,12.931533017316355,21.48498807432611,25.210274817904335,15.676970576221837
